x	y
2564	1013
2932	2719
373	1269
2241	3486
1350	2907
4390	3230
2113	4677
3455	4117
4482	3055
3568	3595
2435	4220
4115	1845
968	1458
3283	2496
4382	2948
2978	1498
3678	1164
4962	2510
3900	2004
375	1724
492	940
3843	2770
1089	3076
3011	4781
4189	1714
1700	731
3037	4797
1071	1187
127	3288
2392	2778
4613	2434
4059	3251
942	97
520	2877
1682	1368
4302	22
1273	440
2396	2738
990	740
4412	1026
4529	2855
3935	4483
2122	4350
91	3554
3480	4761
4269	140
3926	1993
3303	2315
3256	1185
4780	313
3409	4264
2264	3141
3120	1458
4043	3483
2354	1139
74	24
28	2859
1660	1788
3892	3040
1754	1139
4202	3518
1881	3053
4224	4895
4662	2309
2956	3605
1599	2786
2637	3945
4301	1576
1351	2575
2207	1981
748	1821
764	4399
2185	4344
1923	2319
1465	1895
1124	1974
2990	2908
3992	4173
3373	2666
3046	3353
1728	433
4140	2921
1789	2616
2988	2494
1030	1675
2628	2863
44	3118
3452	2821
992	1017
4314	3630
2898	4566
206	2432
4388	3523
1806	1971
24	4451
2791	213
4192	2971
3175	2973
4872	415
1062	3596
244	2748
1111	2827
3769	2743
3529	2063
4158	2836
3718	2304
2292	3534
2682	677
1814	3311
1635	2317
2153	1809
2536	1230
2793	3010
1764	3750
2278	2665
1068	3972
1342	585
1100	3134
917	1347
1	437
4588	4026
3443	2253
3130	2954
1139	3147
3286	4589
3356	171
2942	588
2292	2971
2298	3805
1538	724
3646	1510
2789	2557
4188	4735
2386	3036
3543	3425
4886	2231
4951	2660
2564	2930
1047	4397
3820	2757
813	3137
174	2317
569	2935
4516	321
4606	631
851	3433
4103	865
589	1545
1900	4654
3163	425
4988	2275
3521	2406
11	815
2428	1717
3025	1924
1360	1511
4594	1596
23	2812
1580	2947
2630	1655
4414	538
3397	262
887	4472
2244	3221
3194	2392
1648	3206
4329	808
3285	85
2681	1575
447	4608
2008	4024
3737	2480
4253	2643
21	3931
1770	1292
728	2933
1990	3676
3542	1512
3237	896
4760	3915
1084	4439
3343	958
1661	4189
3983	1100
962	4529
3098	4709
538	2798
1693	529
3827	3823
394	4588
2196	4579
2903	3317
683	4274
3767	4365
424	1245
1311	606
650	4377
4166	972
4962	2668
3973	282
1671	4602
1241	2826
4827	3484
3422	4025
4996	1290
2537	1455
3078	4362
4737	4308
970	3057
141	4868
4015	3003
3783	445
438	3213
2136	4105
4754	824
3054	2266
3062	1614
3884	2430
4804	2888
4463	3733
3668	2908
4110	1661
782	2693
3901	915
2402	3252
2732	4522
4619	177
4965	3066
921	4793
4282	1306
4941	749
514	1851
1763	4274
3294	4356
1130	597
626	3929
1435	4241
4298	3078
3461	1116
2495	3413
1747	3458
1534	3611
4262	462
657	19
3764	3701
2472	1511
2241	1415
1949	1036
3134	2848
3330	3939
121	1399
1554	4558
1230	1700
3991	3424
4303	3531
4167	3141
3339	4056
3837	708
320	1187
4543	2834
4791	654
4227	4324
3440	3404
2393	68
1673	2361
505	825
1255	4316
4431	207
3991	2427
4852	3520
1817	2803
4577	1918
2430	3643
1548	1813
3731	1761
3748	2830
2727	4217
1782	3290
1348	1608
302	2398
1058	127
1451	3036
889	1170
1784	1628
476	4405
2390	64
590	3707
1946	101
3660	1230
4728	2322
1963	253
4612	4207
1490	3184
3449	1368
3232	1830
3863	4057
638	3863
1960	4631
615	211
991	4779
944	2097
1970	1800
3047	2516
2466	1739
3454	4217
3577	4623
468	2500
1745	3033
723	982
1614	3242
2200	4639
4066	1208
3789	3694
2938	4829
1322	1880
3369	494
4177	619
952	2289
4312	1663
965	4636
96	4389
3673	2651
1610	382
4197	782
3910	1180
591	3834
2888	2530
947	587
4145	2665
562	2475
795	3725
3958	3576
1994	3658
102	1008
1505	1068
4330	3080
592	1073
198	2351
1023	2383
1308	3687
477	2758
2167	2282
3275	1771
2987	4268
3283	3748
714	95
3050	3122
2916	178
3935	1571
2290	1429
3510	2983
2976	222
1243	4193
4484	2360
2836	82
3749	2327
2892	2349
984	4122
4916	71
4753	2164
94	906
2562	676
2090	1122
3070	4556
237	420
4671	4186
4386	226
845	2143
2545	599
291	2513
1297	779
4497	4200
4277	3517
176	3966
4367	4379
3415	2087
4446	4101
3917	3716
4154	3667
800	1008
294	3444
1721	1625
1794	1957
3545	3266
3586	3715
1030	1156
3725	2009
3513	745
1735	3231
2574	4095
947	1410
2975	4128
945	4161
542	942
4732	3083
3909	4899
3309	2073
3931	3812
3546	4909
3094	4075
467	3637
1315	3438
3978	1406
4862	419
4744	233
3974	4305
2271	948
38	480
435	731
4114	87
586	4898
4829	2212
3043	4522
2611	973
1824	3951
421	2593
2437	1363
266	758
3065	1550
3664	4118
314	1774
1827	3881
2048	3690
2389	4460
4185	2482
3840	2657
4389	3296
804	2636
3728	1395
454	2286
4700	3777
4081	1909
3446	2427
3288	4534
4008	1048
3057	2318
2730	2715
317	950
1445	2859
3256	2355
234	53
1954	767
2856	1036
3556	2876
2483	3236
4212	4789
162	3022
1175	448
1341	724
667	1566
4466	4405
210	2808
2551	4085
3978	3502
4069	532
750	2946
1743	3237
160	1236
658	4775
4081	2188
4162	3819
3236	3294
4418	2745
2506	2990
2339	2385
2850	3141
188	379
4581	2484
1145	3097
4634	3126
945	4140
2815	607
3641	172
3575	2928
4089	1278
4773	1566
819	3367
4939	4641
4469	3239
297	2565
1414	183
1028	2811
3280	1083
872	2891
31	1128
4394	4403
1825	1944
1180	3870
3931	1725
1071	2175
4625	4895
2733	183
2953	1376
3822	4197
2037	700
3618	2774
4176	3694
4675	3185
191	2743
4988	4086
1570	2607
1956	2010
4679	985
4886	4963
1512	2889
399	2398
2863	3392
4076	1133
3032	3370
1720	4609
736	4588
4489	1491
4037	3865
1528	2462
522	740
1794	4153
818	1578
3568	3220
4702	4030
2439	4359
1469	4897
203	727
3469	2853
3591	2077
3368	2106
3831	4741
3833	2818
996	490
3315	930
4832	1708
2865	750
249	3610
2647	972
492	4083
4572	4919
4884	4821
3120	2908
282	3975
3333	389
4375	2365
4295	24
1802	2493
4405	4423
218	3608
877	1702
3774	1171
3527	438
1374	3251
2169	477
3778	3679
227	144
74	939
1166	2557
1983	2360
1521	876
3232	1050
3961	3824
3217	4035
3048	1715
995	3924
4076	1028
4803	4810
4854	3216
1607	1902
382	3288
165	1445
4681	4972
88	4961
807	145
2559	1841
3956	875
2389	2100
2869	2140
4777	1232
3777	2088
4958	4381
1971	3665
30	30
2426	289
831	3818
3837	731
3642	1323
592	1328
1887	1134
4608	4686
3476	613
4164	2955
1365	795
2764	2645
2644	431
167	1324
2868	1032
3556	3507
4921	3547
3753	4174
2151	758
4943	3462
4821	322
2414	4085
1123	2461
1520	3059
259	3206
4993	2716
362	2223
2106	1659
889	2949
2761	4186
1330	3899
1282	4948
1124	2865
2651	363
2757	671
2893	1220
2176	2939
304	1217
2659	4931
3808	4763
3717	1576
2068	985
2438	2138
2674	3322
3036	2458
2147	1586
4196	289
2424	4957
3772	5000
413	18
1444	3702
4565	296
2461	4140
3613	4397
2507	2468
3782	2464
1049	2393
808	3126
3778	3040
4162	214
2038	4620
2353	1148
720	1411
1054	4028
1901	1648
377	2782
1163	584
2922	1647
4482	3544
4918	1841
2292	372
1529	358
17	522
478	828
4971	46
2986	1045
1379	59
4562	263
3392	2796
4887	151
954	4391
2888	3604
1223	501
3487	3005
4410	4934
4395	897
1721	633
3250	1144
1238	3042
2829	3523
1087	4330
1963	1039
4753	4295
832	4524
2941	4803
2561	4848
4711	4454
3137	1475
1525	703
1372	4077
1728	985
2516	3241
3627	2239
3636	3590
2827	4238
3856	4486
891	1825
1775	2667
1137	3474
433	3778
2934	2832
470	3835
1627	4195
2479	3662
1050	107
1970	4818
1706	4331
3284	4038
2109	932
2304	3057
2065	1568
3559	2831
40	4363
2473	4049
4432	600
