x	y
4393	520
3769	2750
3683	3981
3789	1921
1082	3280
195	260
2231	3560
4574	4754
3056	1515
1528	1685
4008	3965
3852	1942
3707	2093
2908	4953
953	4044
2432	2700
4803	2897
4649	3428
3870	4570
4350	279
937	1434
1239	634
470	3367
1880	134
139	4222
1563	3532
4	3350
865	3364
4769	565
4450	2400
673	1884
4354	1209
2887	4239
3931	2570
1236	942
4349	4583
4111	4610
1689	2773
2419	1007
4191	2504
904	56
4518	4650
1649	4735
3217	2123
994	3741
1427	4471
1540	1294
3552	989
3740	2060
3892	2190
2473	3160
199	3029
176	3970
4452	2346
1940	492
3888	2834
3732	1438
240	1018
3327	3713
3733	1379
4710	2890
2522	3187
2938	359
1322	4023
24	3182
1578	436
4168	822
4658	1668
4245	4330
4905	1609
1025	3067
4439	871
4143	3318
2909	3355
3003	3975
1274	4771
1378	968
3693	3022
3588	1724
1210	251
4619	1119
3531	2116
1949	703
3885	2662
1925	3088
3626	1867
2584	1591
1477	1942
2509	829
4436	2947
4956	4472
22	2461
442	2679
1412	3601
3240	2508
3494	3194
804	3682
288	4865
1795	4094
4712	4998
3421	1226
756	2342
1655	3691
4835	82
2013	189
4863	4526
789	4696
4288	4117
3154	390
1681	3309
3041	2295
2005	4611
2954	3681
850	2584
611	499
849	4177
3671	3693
1539	3445
3235	4671
4519	1121
1295	2518
2306	209
2261	3841
2539	1843
3829	2862
1645	3226
553	4471
385	1158
1963	807
3839	3855
3432	95
1789	1567
1721	2938
4797	4402
4416	188
4728	3576
1092	1883
3042	3337
587	3332
523	4987
560	4265
2621	4054
991	257
4363	1796
3679	4262
1447	4378
3081	3538
3148	4812
4053	1844
4412	1006
1299	852
2322	4597
913	3163
2094	3828
274	3940
3101	900
4908	1551
1665	2923
3215	502
1629	4791
255	298
2763	3518
3434	4245
1606	1564
1121	417
2345	3508
2970	80
2113	1361
3227	3354
4971	1363
838	4030
2320	723
2785	425
989	3952
3486	3796
2142	3672
2732	3148
1360	3053
3558	523
23	552
1410	2124
2706	3895
4206	4246
3217	1107
4288	4816
4948	3351
4995	1087
2136	3438
2003	4394
475	2351
1310	1268
1207	4740
1066	3308
3146	2562
2836	2540
1485	2769
1683	2438
1665	792
2719	3439
4099	1512
2575	2428
429	4442
3687	2096
406	192
353	1189
3459	2179
4726	4928
1896	4656
3785	491
4369	2996
3371	2532
4052	4325
4538	4635
3505	1369
4531	1979
4274	4140
251	2370
3711	1987
3233	2963
3626	1550
2658	2843
669	1190
549	2110
330	2059
3937	242
1030	1388
4044	313
661	4831
4048	1901
4096	472
2105	4790
2321	3391
3831	1887
3979	1502
595	2215
533	3413
388	4482
515	133
4770	1361
2608	2157
1608	2762
3070	4722
2950	4377
3141	3301
3168	1379
3958	2726
1456	4981
3026	2305
2151	2986
2897	2879
4462	736
4474	1417
2632	2629
4474	1096
2208	4319
4229	4939
1794	2469
2869	3346
868	346
2964	2252
2129	2968
2080	1290
4639	1320
214	1950
2931	3172
2661	3879
1237	2503
4730	2790
1673	1987
4713	459
4509	4062
1966	1741
510	1617
1545	3785
3659	2491
3429	2715
3422	2335
4830	1786
3608	2312
264	1396
2500	4394
2850	1188
1749	3820
1168	2482
3263	3269
32	3709
81	1093
582	31
885	2582
3698	2279
2888	466
2236	3643
2315	3621
166	2592
4238	4369
461	792
3921	3377
3376	4193
1775	42
4	2190
529	3360
3454	4768
1120	136
625	1640
3510	4219
4605	4213
3821	3459
3737	2740
2430	755
2122	1262
3364	4613
4026	4322
919	72
4240	2917
3088	3441
252	2581
1024	3757
1967	4255
3144	4058
374	914
3543	4174
3558	4028
1999	4783
1776	1134
1067	3737
4555	4652
4672	1983
885	1859
4087	3151
571	100
1932	2247
1249	2953
2755	468
3378	1743
4888	2112
2115	1213
1660	4019
1780	583
4839	74
133	2438
3455	1633
3838	2114
708	3832
3934	2761
943	412
49	4833
335	4984
3833	761
3916	3596
3930	4070
570	156
1368	2942
4671	2055
1986	324
4701	2237
517	2876
4758	805
1453	1768
202	3273
680	2951
1395	2286
913	4813
2934	3257
1572	3703
4536	4311
3405	1667
3547	4372
1112	626
3831	1190
769	4179
1224	2508
782	4802
4666	4630
1607	1228
1369	3127
3283	1121
3917	4328
954	3827
1877	2910
2859	3979
4162	2688
2223	2450
2844	49
709	3086
3986	3320
4417	1299
2403	623
4834	447
1881	4557
1677	4354
4104	443
2253	830
4505	1747
512	2918
2141	765
3000	3977
2963	3746
444	973
1903	3426
270	4599
4494	4336
1248	1144
3612	3208
765	2975
3112	1851
1599	3694
4885	3275
2016	3213
2446	3902
948	4642
247	3839
3860	1954
2920	3166
3859	3340
2876	3148
3207	3178
558	3907
5000	2005
2934	2739
2629	4622
3106	4453
4078	3081
1952	2023
1198	3611
4138	4171
2330	1778
4500	191
3302	812
305	98
2308	101
425	2473
6	1669
1184	861
1354	3085
4933	4669
815	2071
3821	1563
1454	4659
866	1923
1858	247
1358	3319
897	750
4071	2649
1706	3948
233	1912
1518	2177
4403	2110
4055	1537
1959	445
333	209
122	2810
117	4639
557	640
3654	854
928	1519
669	4887
3556	4007
3640	4680
2771	1619
4073	1788
4991	1404
4752	1654
797	186
4672	1589
1561	2679
3397	1458
4870	4230
3999	525
1355	4716
4663	2895
1671	2370
2383	256
1999	1813
2174	2021
628	680
2187	3743
1817	268
94	2373
3870	2077
2386	2084
3943	1351
3581	2041
577	3453
2305	2584
2223	3903
2874	3965
4885	2163
3205	2390
2595	3664
928	4011
2551	4828
1947	4244
4238	836
1540	669
2249	2614
1453	1065
3621	3621
4565	4455
3590	1245
4297	2682
1980	910
2977	2163
4852	999
1123	3925
4243	4333
1712	2689
1466	4816
1259	3249
4270	1566
4315	3833
1971	1256
2857	662
3294	911
3250	3446
240	1047
2358	534
203	4858
4874	3750
2670	4713
2382	2524
250	3690
3858	4107
4255	3236
1185	1429
2442	4933
3249	3085
492	3037
3233	4459
2228	2151
3421	4927
1133	1321
1146	323
2505	2632
3215	4038
5	914
1037	744
1895	3383
2766	4997
4078	2964
1681	1683
1565	2630
2297	411
1854	4318
962	2711
3074	2120
4758	2480
1683	3592
2843	3256
4835	3393
325	3364
672	2568
1557	2593
4121	1474
1502	2868
2272	4783
2461	803
599	108
1809	4757
2956	2444
2036	644
276	4811
4703	469
3982	4295
3418	2241
3866	792
594	2855
2661	1357
744	1231
4145	347
1483	3024
2055	601
2300	2934
205	4650
1303	669
837	2828
4659	3802
1308	927
3970	4922
1876	2909
3896	2472
3165	2498
1745	2546
4759	3135
3616	711
3639	4525
3237	475
980	121
3493	4351
4699	4833
1711	910
3975	2481
1702	2542
4510	3871
3719	3274
3578	750
1042	1876
4084	3716
2483	1423
3421	265
1712	1404
348	1242
1125	2867
2659	1669
1875	2903
3458	3395
4722	1290
1129	2089
3841	1935
2288	4489
4260	3493
643	1223
2285	2193
1764	4933
1297	2734
2834	3617
4257	4390
3326	4701
3350	1396
1814	3882
3725	4950
203	4659
1399	2697
1187	1706
4896	3487
1652	4774
1216	3745
4870	1123
1382	1860
2166	1161
3155	1770
4344	4465
222	1832
2467	2778
3108	1816
2938	4675
2056	221
2548	949
781	4341
334	850
425	4878
789	4380
4509	1297
1989	3160
1356	773
4946	1845
1332	487
2861	3001
2299	4787
3209	4854
4722	3565
393	3353
3444	4461
3351	2213
3728	4462
815	2712
2525	750
1600	4029
4679	2993
133	460
4601	3390
4582	2936
4441	2930
1321	507
2404	3966
3876	524
2480	684
2837	94
1044	4749
2573	3994
2345	854
1815	1633
3448	440
21	1810
149	4717
4730	3003
3366	464
2808	609
4608	2002
3770	2331
2968	3137
2767	1277
2362	194
3586	4126
4763	2203
3502	1223
1431	177
427	260
274	3675
163	3590
1206	2395
3516	3745
1655	2827
3129	3635
4708	2387
1250	4961
3804	109
3869	4012
1489	4579
4318	3419
1227	428
1430	4509
228	2756
1584	2915
3894	2271
